link_id,matrix_ab,matrix_ba,matrix_tot,Congested_Time_AB,Congested_Time_BA,Congested_Time_Max,Delay_factor_AB,Delay_factor_BA,Delay_factor_Max,VOC_AB,VOC_BA,VOC_max,PCE_AB,PCE_BA,PCE_tot
1,0.0,,0.0,2.482343,,2.482343,1.0,,1.0,0.0,,0.0,0.0,,0.0
2,0.0,,0.0,2.482343,,2.482343,1.0,,1.0,0.0,,0.0,0.0,,0.0
3,0.0,,0.0,2.2558553333333338,,2.2558553333333338,1.0,,1.0,0.0,,0.0,0.0,,0.0
4,0.0,,0.0,1.029567,,1.029567,1.0,,1.0,0.0,,0.0,0.0,,0.0
5,0.0,,0.0,1.029567,,1.029567,1.0,,1.0,0.0,,0.0,0.0,,0.0
6,0.0,,0.0,0.386964,,0.386964,1.0,,1.0,0.0,,0.0,0.0,,0.0
7,0.0,,0.0,0.386964,,0.386964,1.0,,1.0,0.0,,0.0,0.0,,0.0
8,0.0,,0.0,0.48399749999999997,,0.48399749999999997,1.0,,1.0,0.0,,0.0,0.0,,0.0
9,0.0,,0.0,0.48399749999999997,,0.48399749999999997,1.0,,1.0,0.0,,0.0,0.0,,0.0
10,0.0,,0.0,0.392247,,0.392247,1.0,,1.0,0.0,,0.0,0.0,,0.0
11,0.0,,0.0,0.10741466666666666,,0.10741466666666666,1.0,,1.0,0.0,,0.0,0.0,,0.0
12,458.8663178348051,,458.8663178348051,0.22023980460902262,,0.22023980460902262,1.0156226578912004,,1.0156226578912004,0.06952519967194017,,0.06952519967194017,458.8663178348051,,458.8663178348051
13,0.0,,0.0,0.11310733333333334,,0.11310733333333334,1.0,,1.0,0.0,,0.0,0.0,,0.0
14,0.0,,0.0,0.15364066666666668,,0.15364066666666668,1.0,,1.0,0.0,,0.0,0.0,,0.0
15,458.8663178348051,,458.8663178348051,0.4719551095496373,,0.4719551095496373,1.0156226578912004,,1.0156226578912004,0.06952519967194017,,0.06952519967194017,458.8663178348051,,458.8663178348051
16,0.0,,0.0,0.276426,,0.276426,1.0,,1.0,0.0,,0.0,0.0,,0.0
17,0.0,,0.0,0.69099,,0.69099,1.0,,1.0,0.0,,0.0,0.0,,0.0
18,0.0,,0.0,1.2678719999999999,,1.2678719999999999,1.0,,1.0,0.0,,0.0,0.0,,0.0
19,0.0,,0.0,0.38239650000000003,,0.38239650000000003,1.0,,1.0,0.0,,0.0,0.0,,0.0
20,0.0,,0.0,0.52056,,0.52056,1.0,,1.0,0.0,,0.0,0.0,,0.0
21,0.0,,0.0,0.3776655,,0.3776655,1.0,,1.0,0.0,,0.0,0.0,,0.0
22,0.0,,0.0,0.372921,,0.372921,1.0,,1.0,0.0,,0.0,0.0,,0.0
23,0.0,,0.0,0.5200845000000001,,0.5200845000000001,1.0,,1.0,0.0,,0.0,0.0,,0.0
24,0.0,,0.0,2.3394513333333333,,2.3394513333333333,1.0,,1.0,0.0,,0.0,0.0,,0.0
25,0.0,,0.0,7.246436,,7.246436,1.0,,1.0,0.0,,0.0,0.0,,0.0
26,0.0,,0.0,7.246436,,7.246436,1.0,,1.0,0.0,,0.0,0.0,,0.0
27,0.0,,0.0,6.21376,,6.21376,1.0,,1.0,0.0,,0.0,0.0,,0.0
28,0.0,,0.0,6.21376,,6.21376,1.0,,1.0,0.0,,0.0,0.0,,0.0
29,0.0,,0.0,4.3532,,4.3532,1.0,,1.0,0.0,,0.0,0.0,,0.0
30,0.0,,0.0,4.3532,,4.3532,1.0,,1.0,0.0,,0.0,0.0,,0.0
31,0.0,,0.0,4.986472,,4.986472,1.0,,1.0,0.0,,0.0,0.0,,0.0
32,0.0,,0.0,4.986472,,4.986472,1.0,,1.0,0.0,,0.0,0.0,,0.0
33,0.0,,0.0,4.9934,,4.9934,1.0,,1.0,0.0,,0.0,0.0,,0.0
34,0.0,,0.0,4.9934,,4.9934,1.0,,1.0,0.0,,0.0,0.0,,0.0
35,0.0,,0.0,5.048112,,5.048112,1.0,,1.0,0.0,,0.0,0.0,,0.0
36,0.0,,0.0,5.048112,,5.048112,1.0,,1.0,0.0,,0.0,0.0,,0.0
