10000000,10000001,52.6054
10000000,10000002,38.2903
10000000,10000003,43.057
10000000,10000004,44.3094
10000000,10000005,36.2553
10000000,10000006,44.2179
10000000,10000007,50.8658
10000000,10000008,41.3095
10000000,10000009,43.3639
10000000,10000010,45.8062
10000000,10000011,22.782
10000000,10000012,50.276
10000000,10000013,16.0355
10000000,10000014,27.4094
10000000,10000015,24.5645
10000000,10000016,25.5051
10000000,10000017,19.5803
10000000,10000018,24.9497
10000000,10000019,6.12896
10000000,10000020,25.0494
10000000,10000021,24.7762
10000000,10000022,42.0154
10000000,10000023,53.4782
10000000,10000024,46.3979
10000000,10000025,15.792
10000000,10000026,35.6356
10000000,10000027,34.5967
10000000,10000028,37.4685
10000000,10000029,39.0957
10000000,10000030,38.4156
10000000,10000031,30.9956
10000000,10000032,29.7787
10000000,10000033,27.3813
10000000,10000034,29.0703
10000000,10000035,31.7353
10000000,10000036,34.723
10000000,10000037,41.2537
10000000,10000038,32.3428
10000000,10000039,44.3792
10000000,10000040,45.9752
10000000,10000041,36.7163
10000000,10000042,39.6563
10000000,10000043,9.26318
10000000,10000044,26.14
10000000,10000045,26.8018
10000000,10000046,28.0345
10000000,10000047,31.0904
10000000,10000048,12.5926
10000000,10000049,46.2819
10000000,10000050,12.1687
10000000,10000051,30.1017
10000000,10000052,31.4455
10000000,10000053,25.6216
10000000,10000054,34.2455
10000000,10000055,37.2315
10000000,10000056,20.4355
10000000,10000057,23.7652
10000000,10000058,27.0493
10000000,10000059,26.5098
10000000,10000060,30.4421
10000000,10000061,13.6233
10000000,10000062,48.0976
10000000,10000063,22.2617
10000000,10000064,23.7
10000000,10000065,24.8248
10000000,10000066,44.8596
10000000,10000067,48.8429
10000000,10000068,28.8206
10000000,10000069,22.0115
10000000,10000070,25.3912
10000000,10000071,28.7785
10000000,10000072,32.0158
10000000,10000073,10.6549
10000000,10000074,13.6758
10000000,10000075,12.6926
10000000,10000076,14.457
10000000,10000077,16.5595
10000000,10000078,16.3671
10000000,10000079,19.3384
10000000,10000080,19.6518
10000000,10000081,18.1624
10000000,10000082,17.712
10000000,10000083,19.5343
10000000,10000084,21.8348
10000000,10000085,19.885
10000000,10000086,21.0855
10000000,10000087,24.1872
10000000,10000088,32.7686
10000000,10000089,34.4771
10000000,10000090,22.7207
10000000,10000091,19.8234
10000000,10000092,28.1187
10000000,10000093,29.9464
10000000,10000094,32.1611
10000000,10000095,27.6409
10000000,10000096,31.7137
10000000,10000097,30.2786
10000000,10000098,27.0061
