link_id,matrix_ab,matrix_ba,matrix_tot,Congested_Time_AB,Congested_Time_BA,Congested_Time_Max,Delay_factor_AB,Delay_factor_BA,Delay_factor_Max,VOC_AB,VOC_BA,VOC_max,PCE_AB,PCE_BA,PCE_tot
1,0.0,,0.0,0.6940285714285714,,0.6940285714285714,1.0,,1.0,0.0,,0.0,0.0,,0.0
2,0.0,,0.0,0.6940285714285714,,0.6940285714285714,1.0,,1.0,0.0,,0.0,0.0,,0.0
3,0.0,,0.0,0.6888359999999999,,0.6888359999999999,1.0,,1.0,0.0,,0.0,0.0,,0.0
4,0.0,,0.0,0.6888359999999999,,0.6888359999999999,1.0,,1.0,0.0,,0.0,0.0,,0.0
5,0.0,,0.0,0.35053885714285715,,0.35053885714285715,1.0,,1.0,0.0,,0.0,0.0,,0.0
6,0.0,,0.0,0.35053885714285715,,0.35053885714285715,1.0,,1.0,0.0,,0.0,0.0,,0.0
7,0.0,,0.0,1.6608394285714285,,1.6608394285714285,1.0,,1.0,0.0,,0.0,0.0,,0.0
8,0.0,,0.0,1.6608394285714285,,1.6608394285714285,1.0,,1.0,0.0,,0.0,0.0,,0.0
9,434.6332564090995,,434.6332564090995,0.40323489372748883,,0.40323489372748883,1.0097482702232392,,1.0097482702232392,0.07243887606818325,,0.07243887606818325,434.6332564090995,,434.6332564090995
10,2322.4520574865874,,2322.4520574865874,0.494058321071362,,0.494058321071362,1.1204101965052815,,1.1204101965052815,0.38707534291443124,,0.38707534291443124,2322.4520574865874,,2322.4520574865874
11,0.0,,0.0,0.36037542857142857,,0.36037542857142857,1.0,,1.0,0.0,,0.0,0.0,,0.0
12,0.0,,0.0,0.36037542857142857,,0.36037542857142857,1.0,,1.0,0.0,,0.0,0.0,,0.0
13,0.0,,0.0,0.346584,,0.346584,1.0,,1.0,0.0,,0.0,0.0,,0.0
14,0.0,,0.0,0.34674,,0.34674,1.0,,1.0,0.0,,0.0,0.0,,0.0
15,0.0,,0.0,0.830472,,0.830472,1.0,,1.0,0.0,,0.0,0.0,,0.0
16,0.0,,0.0,0.4097948571428571,,0.4097948571428571,1.0,,1.0,0.0,,0.0,0.0,,0.0
17,1803.1479425134114,,1803.1479425134114,4.126897966631321,,4.126897966631321,1.0823740027194184,,1.0823740027194184,0.3005246570855686,,0.3005246570855686,1803.1479425134114,,1803.1479425134114
18,397.5667435909004,,397.5667435909004,2.8437806288222247,,2.8437806288222247,1.0085282161985383,,1.0085282161985383,0.06626112393181673,,0.06626112393181673,397.5667435909004,,397.5667435909004
19,0.0,,0.0,2.819733333333333,,2.819733333333333,1.0,,1.0,0.0,,0.0,0.0,,0.0
20,0.0,,0.0,3.013125,,3.013125,1.0,,1.0,0.0,,0.0,0.0,,0.0
21,0.0,,0.0,3.013125,,3.013125,1.0,,1.0,0.0,,0.0,0.0,,0.0
22,0.0,,0.0,4.110314999999999,,4.110314999999999,1.0,,1.0,0.0,,0.0,0.0,,0.0
23,0.0,,0.0,4.110314999999999,,4.110314999999999,1.0,,1.0,0.0,,0.0,0.0,,0.0
24,0.0,,0.0,4.124958,,4.124958,1.0,,1.0,0.0,,0.0,0.0,,0.0
25,0.0,,0.0,4.124958,,4.124958,1.0,,1.0,0.0,,0.0,0.0,,0.0
26,0.0,,0.0,3.546648,,3.546648,1.0,,1.0,0.0,,0.0,0.0,,0.0
27,0.0,,0.0,3.546648,,3.546648,1.0,,1.0,0.0,,0.0,0.0,,0.0
28,0.0,,0.0,2.533932,,2.533932,1.0,,1.0,0.0,,0.0,0.0,,0.0
29,0.0,,0.0,2.533932,,2.533932,1.0,,1.0,0.0,,0.0,0.0,,0.0
30,0.0,,0.0,4.45107,,4.45107,1.0,,1.0,0.0,,0.0,0.0,,0.0
31,0.0,,0.0,4.45107,,4.45107,1.0,,1.0,0.0,,0.0,0.0,,0.0
32,0.0,,0.0,4.822884,,4.822884,1.0,,1.0,0.0,,0.0,0.0,,0.0
33,0.0,,0.0,4.822884,,4.822884,1.0,,1.0,0.0,,0.0,0.0,,0.0
34,0.0,,0.0,1.445115,,1.445115,1.0,,1.0,0.0,,0.0,0.0,,0.0
35,0.0,,0.0,1.445115,,1.445115,1.0,,1.0,0.0,,0.0,0.0,,0.0
36,0.0,,0.0,1.7281739999999999,,1.7281739999999999,1.0,,1.0,0.0,,0.0,0.0,,0.0
37,0.0,,0.0,1.7281739999999999,,1.7281739999999999,1.0,,1.0,0.0,,0.0,0.0,,0.0
38,0.0,,0.0,2.602476,,2.602476,1.0,,1.0,0.0,,0.0,0.0,,0.0
39,0.0,,0.0,2.602476,,2.602476,1.0,,1.0,0.0,,0.0,0.0,,0.0
40,0.0,,0.0,2.980968,,2.980968,1.0,,1.0,0.0,,0.0,0.0,,0.0
41,0.0,,0.0,2.980968,,2.980968,1.0,,1.0,0.0,,0.0,0.0,,0.0
42,0.0,,0.0,2.163423,,2.163423,1.0,,1.0,0.0,,0.0,0.0,,0.0
43,0.0,,0.0,2.163423,,2.163423,1.0,,1.0,0.0,,0.0,0.0,,0.0
44,0.0,,0.0,4.5073799999999995,,4.5073799999999995,1.0,,1.0,0.0,,0.0,0.0,,0.0
45,0.0,,0.0,4.5073799999999995,,4.5073799999999995,1.0,,1.0,0.0,,0.0,0.0,,0.0
46,0.0,,0.0,4.202274,,4.202274,1.0,,1.0,0.0,,0.0,0.0,,0.0
47,0.0,,0.0,4.202274,,4.202274,1.0,,1.0,0.0,,0.0,0.0,,0.0
48,0.0,,0.0,4.697109,,4.697109,1.0,,1.0,0.0,,0.0,0.0,,0.0
49,0.0,,0.0,4.697109,,4.697109,1.0,,1.0,0.0,,0.0,0.0,,0.0
50,0.0,,0.0,2.7701460000000004,,2.7701460000000004,1.0,,1.0,0.0,,0.0,0.0,,0.0
51,0.0,,0.0,2.7701460000000004,,2.7701460000000004,1.0,,1.0,0.0,,0.0,0.0,,0.0
52,0.0,,0.0,2.595882,,2.595882,1.0,,1.0,0.0,,0.0,0.0,,0.0
53,0.0,,0.0,2.595882,,2.595882,1.0,,1.0,0.0,,0.0,0.0,,0.0
54,0.0,,0.0,1.9841700000000002,,1.9841700000000002,1.0,,1.0,0.0,,0.0,0.0,,0.0
55,0.0,,0.0,1.9841700000000002,,1.9841700000000002,1.0,,1.0,0.0,,0.0,0.0,,0.0
56,0.0,,0.0,2.242566,,2.242566,1.0,,1.0,0.0,,0.0,0.0,,0.0
57,0.0,,0.0,2.242566,,2.242566,1.0,,1.0,0.0,,0.0,0.0,,0.0
58,0.0,,0.0,2.907882,,2.907882,1.0,,1.0,0.0,,0.0,0.0,,0.0
59,0.0,,0.0,2.907882,,2.907882,1.0,,1.0,0.0,,0.0,0.0,,0.0
60,0.0,,0.0,2.867607,,2.867607,1.0,,1.0,0.0,,0.0,0.0,,0.0
61,0.0,,0.0,2.867607,,2.867607,1.0,,1.0,0.0,,0.0,0.0,,0.0
62,0.0,,0.0,2.6005439999999997,,2.6005439999999997,1.0,,1.0,0.0,,0.0,0.0,,0.0
63,0.0,,0.0,2.6005439999999997,,2.6005439999999997,1.0,,1.0,0.0,,0.0,0.0,,0.0
64,0.0,,0.0,2.5077119999999997,,2.5077119999999997,1.0,,1.0,0.0,,0.0,0.0,,0.0
65,0.0,,0.0,2.5077119999999997,,2.5077119999999997,1.0,,1.0,0.0,,0.0,0.0,,0.0
66,1672.7509430633452,,1672.7509430633452,0.4335928201484713,,0.4335928201484713,1.7297967096383386,,1.7297967096383386,1.2867314946641117,,1.2867314946641117,1672.7509430633452,,1672.7509430633452
67,266.5128241453458,,266.5128241453458,0.1892313881647179,,0.1892313881647179,1.0464121987071522,,1.0464121987071522,0.20500986472718907,,0.20500986472718907,266.5128241453458,,266.5128241453458
68,2851.597225241743,,2851.597225241743,0.4745881214793012,,0.4745881214793012,2.6243785689780514,,2.6243785689780514,2.193536327109033,,2.193536327109033,2851.597225241743,,2851.597225241743
69,8226.273633048277,,8226.273633048277,1.2445158889588896,,1.2445158889588896,1.8026900064007927,,1.8026900064007927,1.3710456055080462,,1.3710456055080462,8226.273633048277,,8226.273633048277
70,3765.2294969647273,,3765.2294969647273,0.33855855242873995,,0.33855855242873995,1.2485594660042678,,1.2485594660042678,0.6275382494941212,,0.6275382494941212,3765.2294969647273,,3765.2294969647273
71,0.0,,0.0,0.49120457142857143,,0.49120457142857143,1.0,,1.0,0.0,,0.0,0.0,,0.0
72,0.0,,0.0,0.49120457142857143,,0.49120457142857143,1.0,,1.0,0.0,,0.0,0.0,,0.0
73,867.4213473031136,,867.4213473031136,0.3051171108902135,,0.3051171108902135,1.27252110098539,,1.27252110098539,0.6672471902331644,,0.6672471902331644,867.4213473031136,,867.4213473031136
74,189.1962935084586,,189.1962935084586,0.2073938602942557,,0.2073938602942557,1.0060240031348504,,1.0060240031348504,0.05255452597457184,,0.05255452597457184,189.1962935084586,,189.1962935084586
75,233.42274241568114,,233.42274241568114,0.20785383933120005,,0.20785383933120005,1.0082552647134155,,1.0082552647134155,0.06483965067102254,,0.06483965067102254,233.42274241568114,,233.42274241568114
76,206.40329525254236,,206.40329525254236,0.4340265465404779,,0.4340265465404779,1.0316322377184004,,1.0316322377184004,0.15877176557887873,,0.15877176557887873,206.40329525254236,,206.40329525254236
77,4124.607193167993,,4124.607193167993,0.9585588668745597,,0.9585588668745597,3.8257183254434226,,3.8257183254434226,3.172774763975379,,3.172774763975379,4124.607193167993,,4124.607193167993
78,41.32488603187231,,41.32488603187231,0.2523513836685614,,0.2523513836685614,1.002833821380763,,1.002833821380763,0.03178837387067101,,0.03178837387067101,41.32488603187231,,41.32488603187231
79,0.0,,0.0,0.06688457142857143,,0.06688457142857143,1.0,,1.0,0.0,,0.0,0.0,,0.0
